location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope
australia,119.95203988847972,-23.437045762678316,0.09681104868650436,0.019732017310199215,0.016776866054075065,2478.3125,1644.6666666666667,3544.3333333333335,2921.666666666667,0,299.83099365234375,2061.4895833333335,0.20219501852989197,552,0.1456650197505951
australia,119.9700061941621,-23.437045762678316,0.09937625378370285,0.0179072236631828,0.018467852269238905,2480.153846153846,1681.611111111111,3576.0,3051.166666666667,0,9.519011497497559,2080.8824786324785,0.19187597930431366,550,0.19102618098258972
australia,119.80830944302059,-23.419079456995927,0.08721204102039337,0.016996034416961056,0.054897259179713734,1985.5,1516.0,2998.0,2729.0,0,55.46420669555664,1750.75,0.13408538699150085,525,0.07668814063072205
australia,119.82627574870298,-23.419079456995927,0.0988088920712471,0.019928377560450735,0.05401857785347769,1991.0,1336.0,2878.0,2543.0,0,0.0,1663.5,0.19687406718730927,523,0.07246018946170807
australia,119.84424205438536,-23.419079456995927,0.10025393962860107,0.02193203706904288,0.055677200814393306,2193.0,1406.0,2869.5,2388.0,0,344.75970458984375,1799.5,0.21867185831069946,525,0.12016207724809647
australia,119.86220836006775,-23.419079456995927,0.09997114539146423,0.018066356720664978,0.05555853801816024,2089.0,1344.0,2956.0,2530.0,0,0.0,1716.5,0.21701136231422424,525,0.10144421458244324
australia,119.88017466575015,-23.419079456995927,0.11538775265216827,0.024015342145197804,0.05308790886245983,2368.0,1357.0,3088.0,2501.0,0,328.0877685546875,1862.5,0.27140939235687256,525,0.11950653791427612
australia,119.89814097143254,-23.419079456995927,0.09920112788677216,0.018991279350001052,0.04094853712449674,2431.0,1670.0,3657.0,3144.0,0,296.5884094238281,2050.5,0.18556450307369232,529,0.1942720115184784
australia,119.91610727711493,-23.419079456995927,0.09356143325567245,0.019175999262217774,0.041824583257725804,2456.0,1693.0,3745.6666666666665,3133.0,0,312.53955078125,2074.5,0.18389973044395447,536,0.17147792875766754
australia,119.93407358279732,-23.419079456995927,0.0970718115568161,0.019709266094922642,0.034174447059982876,2316.0,1511.5,3274.0,2852.0,0,307.826904296875,1913.75,0.21018941700458527,537,0.25993332266807556
australia,119.95203988847972,-23.419079456995927,0.09768611192703247,0.021154743690316703,0.028390410593175232,2503.909090909091,1677.5,3526.3333333333335,2995.75,0,331.4140930175781,2090.7045454545455,0.19763889908790588,549,0.26405981183052063
australia,119.9700061941621,-23.419079456995927,0.1030196025967598,0.027697621608016847,0.021073710378311437,2502.1428571428573,1689.7777777777778,3463.4,2852.5,0,28.58591651916504,2095.9603174603176,0.19379304349422455,545,0.19804547727108002
australia,119.80830944302059,-23.401113151313535,0.08492185175418854,0.016076949072099892,0.08048202971935846,2079.0,1433.0,3060.0,2764.5,0,41.079345703125,1756.0,0.18394076824188232,524,0.09612646698951721
australia,119.82627574870298,-23.401113151313535,0.09336159378290176,0.01826151391942107,0.12051533634722363,1924.0,1316.5,2823.0,2494.0,0,39.257015228271484,1620.25,0.18747106194496155,521,0.07486376911401749
australia,119.84424205438536,-23.401113151313535,0.10181540250778198,0.020729918155162376,0.12180050775252262,2166.0,1309.5,2875.0,2441.0,0,352.2436828613281,1737.75,0.2464393675327301,521,0.11700669676065445
australia,119.86220836006775,-23.401113151313535,0.09964318573474884,0.021072221941935153,0.12174466983987035,2325.0,1449.0,3025.0,2571.0,0,351.152099609375,1887.0,0.23211446404457092,522,0.10266592353582382
australia,119.88017466575015,-23.401113151313535,0.11146590113639832,0.021615234096297134,0.12101556063556503,2462.0,1494.0,3325.0,2741.0,0,342.7071228027344,1978.0,0.2446916103363037,522,0.10624679923057556
australia,119.89814097143254,-23.401113151313535,0.09869968891143799,0.018268750796710243,0.11459784243863907,2105.5,1352.0,2996.5,2601.0,0,331.4173278808594,1728.75,0.21793203055858612,524,0.1650330275297165
australia,119.91610727711493,-23.401113151313535,0.09744396805763245,0.016240347934009036,0.10640280422801557,2292.0,1593.0,3443.5,3093.0,0,329.5983581542969,1942.5,0.17992277443408966,527,0.21843001246452332
