location,longitude,latitude,NDVI_Landsat_mean,NDVI_Landsat_std,NDVI_texture,NIR,Red,SWOIR1,SWOIR2,TPI,aspect,brightness,current_NDVI,elevation,slope,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5
namibia,15.945096293121509,-24.92824913431672,0.0654097348451614,0.0072711906832402,0.0097273526131695,4109.5,3445.5,5220.5,4948.0,0,0.0,3777.5,0.0878888145089149,945,1.1157464981079102,3.7264459904742586,-1.0873514824574584,-1.6779897819554912,-0.04360555307381601,0.5485298080024684
namibia,15.963062598803898,-24.92824913431672,0.0656274706125259,0.0075430839963935,0.0080829572697185,3912.6666666666665,3313.8,4934.0,4710.0,0,320.4063720703125,3613.2333333333336,0.0828712955117225,962,0.752219557762146,3.0710530281663053,-1.650024667461914,0.85123506888868,-1.005627277295402,0.5383985660369549
namibia,15.981028904486289,-24.92824913431672,0.0684078633785247,0.0072098674712486,0.0079725876244384,4031.0,3341.5,4947.0,4685.5,0,220.0373992919922,3686.25,0.0935232266783714,975,0.3974899053573608,3.1629105217264764,-1.2746137836239138,0.012434846281571564,-1.102992633281141,0.7371311588679311
namibia,15.998995210168678,-24.92824913431672,0.0662471279501915,0.0083125369753655,0.0075559497472469,3652.3333333333335,3058.25,4635.375,4279.0,0,216.93931579589844,3355.291666666667,0.0885293111205101,978,0.398887574672699,2.385235776067312,-1.4943861772802163,-0.04497644931385171,-1.0071883334474327,0.4724603147835313
namibia,16.01696151585107,-24.92824913431672,0.066707007586956,0.013286554782838,0.0077351922436646,3525.5,2950.75,4476.666666666667,4111.5,0,230.0248107910156,3238.125,0.0887473449110984,990,1.105168700218201,2.172933968933011,-1.7560958778659235,0.18829144265138442,-0.23578867931199274,0.15161644402700797
namibia,16.034927821533458,-24.92824913431672,0.0685326159000396,0.0153198486044668,0.0083972507142174,3573.0,3003.25,4546.5,4160.0,0,201.8513031005859,3288.125,0.0866375192999839,1031,1.0304033756256104,2.322140180211629,-1.6385596476930009,-0.03426170001608825,-0.23786693647199733,0.14448691565516486
namibia,16.05289412721585,-24.92824913431672,0.0729363858699798,0.0203715005556192,0.0092179289378647,3567.1,2982.3,4591.25,4076.25,0,172.3863983154297,3274.7,0.0892906188964843,1014,0.964890956878662,2.26250720998587,-1.3432411824134705,-0.21339765378185932,-0.1462303759938307,0.014094473766636618
namibia,16.07086043289824,-24.92824913431672,0.0686749815940857,0.0219270709871051,0.0092802924231767,3547.5,2999.0,4602.0,4107.0,0,223.84532165527344,3273.25,0.0837852284312248,1023,1.2456318140029907,2.3074184557951,-1.579352577506712,0.2299537150706418,-0.004567586662050853,-0.11578877503088764
namibia,15.909163681756729,-24.910282828634333,0.0683522522449493,0.0060517087889627,0.0162073660729,3871.0,3233.2,4764.0,4549.0,0,66.20325469970703,3552.1,0.0897778794169426,964,1.90287184715271,3.072574725888685,-1.7046805040283486,-1.0984491521758162,0.6749929910341176,0.3543269908424833
namibia,15.927129987439116,-24.910282828634333,0.0620244778692722,0.007306350707224,0.0139181378409636,3529.5,2944.0,4199.0,3983.0,0,39.589561462402344,3236.75,0.0904456600546836,930,0.9025877714157104,2.0116067250799414,-1.5333457486128899,-1.4901228606912647,-0.15026640272484648,0.26765687281611855
namibia,15.945096293121509,-24.910282828634333,0.053871463984251,0.0058184953103879,0.0118915066308184,3493.5,2995.0,4099.0,3907.0,0,293.6451721191406,3244.25,0.076828233897686,928,0.5058534145355225,1.8106888927116453,-2.0239008326205186,0.45388955808627546,-1.1622088656726821,0.28477740868259516
namibia,15.963062598803898,-24.910282828634333,0.0566313378512859,0.0066094184930908,0.0089155000366274,3770.5,3245.0,4546.0,4298.0,0,273.94036865234375,3507.75,0.0749055668711662,959,1.265143871307373,2.714470432450639,-2.088444634702582,0.45351077822673086,-0.43343694244874076,0.2810923444576643
namibia,15.981028904486289,-24.910282828634333,0.0627966597676277,0.0057071660106708,0.0087968383824682,3826.0,3225.5,4649.0,4389.0,0,250.3026885986328,3525.75,0.0851591825485229,1007,0.6449214816093445,2.736683986950005,-1.74801007351601,0.20859870075499778,-0.9362380293575051,0.5779432783950647
namibia,15.998995210168678,-24.910282828634333,0.0634327232837677,0.0079846946478255,0.0084889859177762,3653.4,3095.0,4522.5,4203.75,0,197.8858337402344,3374.2,0.082745537161827,997,0.6243236660957336,2.4069096952423674,-1.669850167406605,-0.20836336255132,-0.7827719700666091,0.3911448216646274
namibia,16.01696151585107,-24.910282828634333,0.0646268054842948,0.0103590872344378,0.008270829095785,3638.833333333333,3059.6666666666665,4521.0,4177.5,0,222.68197631835935,3349.25,0.0864621400833129,1019,1.0841208696365356,2.4108239030188288,-1.84165174248379,0.08348531684622208,-0.31914568672355226,0.2890999657813161
namibia,16.034927821533458,-24.910282828634333,0.0656985864043235,0.0164028558535435,0.0100407406922302,3514.5,3002.6,4419.25,4034.571428571429,0,222.05499267578125,3258.55,0.0785472095012664,1043,0.8587210774421692,2.1569233514462915,-1.7057881599742653,0.07268906062202794,-0.4690839300785681,0.05279995436931499
namibia,16.05289412721585,-24.910282828634333,0.0671395286917686,0.0191124871424133,0.0108382661902035,3575.708333333333,3012.0,4526.833333333334,4114.25,0,196.67953491210935,3293.8541666666665,0.085569716989994,1055,1.391555666923523,2.3530883952048764,-1.7285568321201965,-0.017614161051613703,0.15852935826823694,-0.017890977200032267
namibia,16.07086043289824,-24.910282828634333,0.0619550086557865,0.0154583501170912,0.0106333482409104,3306.6666666666665,2789.0,4458.333333333333,3746.5,0,231.1256103515625,3047.833333333333,0.0849237143993377,1068,4.2409186363220215,2.199491224387123,-3.202397633041501,0.5813579156352199,2.9162271146124623,-0.5652085780049345
namibia,15.909163681756729,-24.89231652295194,0.063916765153408,0.0058735204059936,0.017475465104437,3529.5,2936.75,4297.0,4131.0,0,71.26171875,3233.125,0.0916682779788971,932,2.0742461681365967,2.2222042274656792,-2.010474861259242,-1.0862951170161863,0.9111645825207257,0.13646671325703297
namibia,15.927129987439116,-24.89231652295194,0.0581759251654148,0.0055189031548778,0.015151454158387,3525.5,2945.0,4234.5,3988.0,0,3.941668510437012,3235.25,0.0897148624062538,914,0.2324212491512298,1.929511197637611,-1.2733141704473372,-1.903059690356954,-0.7913557845335595,0.4133994179843268
